"FOLIO","VIV_SEL","HOGAR","C_DENEVI","P3A2_2","P3A2_3","P3A3","P3A4","P3A5","P3A6","P3A7","P3A8_1","P3A8_2","P3A8_3","P3A9","P3A10","P3A11","ENT","TLOC","EST_DIS","UPM_DIS","FACTOR"
"0004010","03","2","1","01","","4","4","","05","1","1","","","1","2","3","15","2","244","0004010",7075
"0004011","04","1","1","01","","4","4","","05","2","","","","","","","15","2","244","0004011",8610
"0004014","01","1","1","01","","2","3","","05","","1","","","2","2","1","15","2","235","0004014",3160
"0004014","01","1","2","01","","2","2","","05","","1","","","2","2","2","15","2","235","0004014",3160
"0004016","04","1","1","01","","3","4","","05","2","","","","","","","15","2","235","0004016",2607
"0004017","03","1","1","01","","4","4","","05","2","","","","","","","15","2","237","0004017",3645
"0004017","04","1","1","01","","4","4","","07","1","1","","","2","1","","15","2","237","0004017",3645
"0004021","03","1","1","04","","2","4","","05","1","5","","","2","1","","15","2","235","0004021",3728
"0004022","05","1","1","02","","2","4","","05","1","1","","","3","1","","15","2","246","0004022",4537
"0004022","07","1","1","01","","4","4","","03","2","","","","","","","15","2","246","0004022",4537
"0004022","17","1","1","01","02","1","4","","08","1","1","","","9","2","1","15","2","246","0004022",4537
"0004023","01","1","1","01","","3","4","","05","2","","","","","","","15","2","235","0004023",3165
"0004023","03","1","1","02","","2","2","","08","","2","","","9","2","9","15","2","235","0004023",3165
"0004023","05","1","1","02","","2","4","","05","1","1","","","1","2","1","15","2","235","0004023",3165
"0004027","03","1","1","01","02","5","4","","03","2","","","","","","","15","2","243","0004027",3043
"0004028","01","1","1","01","","3","4","","05","1","1","","","2","2","1","15","2","242","0004028",5961
"0004029","03","1","1","01","","3","4","","05","1","2","","","1","2","1","15","2","242","0004029",4815
"0004030","01","1","1","01","","4","4","","08","2","","","","","","","15","2","242","0004030",4157
"0004030","01","1","2","02","","4","4","","01","2","","","","","","","15","2","242","0004030",4157
"0004030","05","1","1","04","","3","4","","05","2","","","","","","","15","2","242","0004030",4157
"0004031","01","1","1","01","","2","4","","05","2","","","","","","","15","2","235","0004031",3493
"0004032","02","1","1","01","","2","2","","05","","2","","","9","2","2","15","2","236","0004032",4001
"0004032","03","1","1","01","02","2","4","","08","2","","","","","","","15","2","236","0004032",4001
"0004033","03","1","1","01","02","3","3","","02","","2","","","3","1","","15","2","236","0004033",4102
"0004034","05","1","1","01","","2","4","","05","2","","","","","","","15","2","235","0004034",2973
"0004034","05","1","2","03","","3","4","","05","2","","","","","","","15","2","235","0004034",2973
"0004035","03","1","1","01","","2","3","","05","","1","2","","1","2","1","15","2","236","0004035",2972
"0004035","05","1","1","02","","2","4","","01","2","","","","","","","15","2","236","0004035",2972
"0004037","03","1","1","02","","3","4","","05","1","1","","","2","2","2","15","3","247","0004037",2184
"0004037","07","1","1","04","","1","4","","05","1","1","","","1","2","1","15","3","247","0004037",2184
"0004037","17","1","1","03","","1","4","","05","1","1","","","1","2","2","15","3","247","0004037",2184
"0004037","18","1","1","03","","3","4","","05","1","1","","","1","1","","15","3","247","0004037",2184
"0004038","04","1","1","02","","3","4","","06","2","","","","","","","15","3","247","0004038",1263
"0004038","06","1","1","01","","2","2","","05","","1","","","3","2","1","15","3","247","0004038",1263
"0004038","09","1","1","01","","2","4","","08","1","1","","","1","2","1","15","3","247","0004038",1263
"0004038","10","2","1","01","","2","4","","05","2","","","","","","","15","3","247","0004038",1263
"0004038","12","1","1","03","","3","4","","05","2","","","","","","","15","3","247","0004038",1263
"0004038","17","1","1","05","","2","4","","05","2","","","","","","","15","3","247","0004038",1263
"0004038","19","1","1","03","","1","4","","05","2","","","","","","","15","3","247","0004038",1263
"0004038","20","1","1","04","","2","3","","05","","2","","","2","1","","15","3","247","0004038",1263
"0004039","05","1","1","02","","3","4","","03","1","1","4","7","2","2","5","15","3","247","0004039",1842
"0004039","07","1","1","02","","1","4","","03","2","","","","","","","15","3","247","0004039",1842
"0004039","09","1","1","02","","3","4","","03","2","","","","","","","15","3","247","0004039",1842
"0004039","13","1","1","03","","2","4","","05","1","1","","","2","1","","15","3","247","0004039",1842
"0004039","18","1","1","01","","3","3","","05","","1","","","2","2","5","15","3","247","0004039",1842
"0004040","02","1","1","01","","4","4","","05","1","1","4","","3","2","3","15","3","248","0004040",1475
"0004040","05","1","1","02","","2","4","","05","1","6","","","1","1","","15","3","248","0004040",1475
"0004040","06","1","1","01","","2","4","","05","2","","","","","","","15","3","248","0004040",1475
"0004040","06","1","2","02","","2","4","","05","2","","","","","","","15","3","248","0004040",1475
"0004040","13","1","1","03","","2","4","","05","1","1","","","2","1","","15","3","248","0004040",1475
"0004041","02","1","1","03","","3","4","","05","1","1","","","9","1","","15","3","238","0004041",2532
"0004041","03","2","1","02","","2","4","","05","2","","","","","","","15","3","238","0004041",2532
"0004042","05","1","1","02","","2","4","","05","1","2","","","9","2","1","15","3","238","0004042",2551
"0004043","05","1","1","08","01","3","4","","07","1","3","","","1","2","1","15","3","247","0004043",1661
"0004043","07","1","1","02","","3","4","","05","1","1","","","1","2","1","15","3","247","0004043",1661
"0004043","09","1","1","02","","2","4","","05","1","1","","","1","2","1","15","3","247","0004043",1661
"0004043","10","1","1","03","","2","4","","01","1","1","6","","1","1","","15","3","247","0004043",1661
"0004043","13","1","1","03","","4","4","","05","1","1","","","1","2","1","15","3","247","0004043",1661
"0004043","18","1","1","03","","2","4","","05","1","1","","","1","1","","15","3","247","0004043",1661
"0004044","03","1","1","02","","3","2","","03","","2","","","3","2","1","15","3","238","0004044",2890
"0004044","04","1","1","01","","3","4","","05","1","1","","","2","1","","15","3","238","0004044",2890
"0004044","05","1","1","08","","6","4","","03","1","1","4","","1","1","","15","3","238","0004044",2890
"0004045","02","1","1","01","","2","4","","05","2","","","","","","","15","3","247","0004045",1971
"0004045","03","1","1","01","","2","4","","05","1","1","","","1","1","","15","3","247","0004045",1971
"0004045","04","1","1","01","","9","4","","01","1","1","","","3","1","","15","3","247","0004045",1971
"0004046","03","1","1","01","","3","4","","05","1","1","","","1","1","","15","3","248","0004046",1569
"0004046","04","1","1","03","","2","4","","05","1","1","","","1","2","2","15","3","248","0004046",1569
"0004046","04","1","2","02","","2","4","","05","2","","","","","","","15","3","248","0004046",1569
"0004046","05","1","1","03","","2","4","","05","1","1","","","2","2","5","15","3","248","0004046",1569
"0004046","05","1","2","04","","2","4","","05","1","1","","","2","2","5","15","3","248","0004046",1569
"0004046","05","1","3","05","","2","4","","05","1","1","","","2","2","8","15","3","248","0004046",1569
"0004046","07","1","1","02","","2","4","","05","2","","","","","","","15","3","248","0004046",1569
"0004046","09","1","1","03","","4","4","","05","1","1","","","2","2","1","15","3","248","0004046",1569
"0004046","11","1","1","02","","4","1","4","","","","","","","","","15","3","248","0004046",1569
"0004046","12","1","1","04","","4","4","","05","2","","","","","","","15","3","248","0004046",1569
"0004046","15","1","1","04","","2","4","","05","1","1","","","9","1","","15","3","248","0004046",1569
"0004046","20","1","1","03","","1","4","","05","1","1","6","","1","1","","15","3","248","0004046",1569
"0004047","02","1","1","01","","2","4","","01","1","1","","","1","2","1","15","3","248","0004047",1431
"0004047","03","2","1","01","","4","4","","05","2","","","","","","","15","3","248","0004047",1431
"0004047","03","3","1","01","","5","4","","05","2","","","","","","","15","3","248","0004047",1431
"0004047","04","1","1","02","","3","4","","05","1","6","","","2","2","4","15","3","248","0004047",1431
"0004047","05","1","1","03","","2","4","","05","1","1","","","1","2","1","15","3","248","0004047",1431
"0004047","20","1","1","04","","2","4","","05","1","1","","","1","2","1","15","3","248","0004047",1431
"0004048","02","1","1","05","","3","4","","05","1","1","","","1","1","","15","3","245","0004048",1885
"0004049","02","1","1","03","","2","2","","05","","1","","","2","2","2","15","3","238","0004049",2186
"0004049","05","1","1","01","06","8","4","","05","2","","","","","","","15","3","238","0004049",2186
"0004049","05","1","2","06","","1","4","","05","2","","","","","","","15","3","238","0004049",2186
"0004051","04","2","1","01","","2","4","","05","1","1","","","1","2","3","15","3","245","0004051",2683
"0004053","02","1","1","04","","3","9","","","","","","","","","","15","3","238","0004053",1888
"0004053","03","1","1","01","","3","4","","05","2","","","","","","","15","3","238","0004053",1888
"0004053","05","2","1","01","","1","4","","05","1","1","","","1","2","8","15","3","238","0004053",1888
"0004054","02","1","1","02","","3","1","4","","","","","","","","","15","3","238","0004054",3190
"0004054","04","1","1","03","","1","1","5","","","","","","","","","15","3","238","0004054",3190
"0004055","11","1","1","03","","2","4","","01","1","3","","","2","2","9","15","3","248","0004055",1970
"0004056","02","1","1","01","","2","2","","04","","1","","","9","2","1","15","3","247","0004056",1704
"0004056","03","1","1","01","","4","4","","07","2","","","","","","","15","3","247","0004056",1704
"0004056","04","1","1","03","","2","2","","05","","2","","","9","2","1","15","3","247","0004056",1704
"0004056","05","1","1","01","","2","4","","04","1","1","","","9","2","1","15","3","247","0004056",1704
"0004056","05","2","1","01","","4","4","","05","1","2","","","9","2","1","15","3","247","0004056",1704
"0004056","12","1","1","01","","3","4","","05","2","","","","","","","15","3","247","0004056",1704
"0004056","14","1","1","01","","3","4","","05","2","","","","","","","15","3","247","0004056",1704
"0004056","15","1","1","02","","2","2","","07","","2","","","9","1","","15","3","247","0004056",1704
"0004056","19","1","1","02","","3","1","5","","","","","","","","","15","3","247","0004056",1704
"0004057","15","1","1","05","","3","4","","05","1","1","","","1","2","2","15","3","248","0004057",3393
"0004057","15","1","2","03","","2","4","","05","2","","","","","","","15","3","248","0004057",3393
"0004059","05","1","1","04","03","2","4","","05","1","1","","","1","1","","15","3","238","0004059",1276
"0004059","05","1","2","03","","2","4","","05","1","1","","","1","1","","15","3","238","0004059",1276
"0004062","03","1","1","01","","3","4","","01","1","1","","","1","2","4","15","3","245","0004062",2105
"0004069","05","1","1","04","","3","3","","05","","2","","","3","1","","15","1","234","0004069",5036
"0004071","03","2","1","01","","1","2","","02","","2","","","2","2","8","15","1","233","0004071",3219
"0004071","04","1","1","01","","3","4","","05","2","","","","","","","15","1","233","0004071",3219
"0004071","05","1","1","01","","1","9","","","","","","","","","","15","1","233","0004071",3219
"0004072","04","1","1","01","02","5","4","","05","1","1","","","2","1","","15","2","235","0004072",3473
"0004073","05","1","1","01","","2","4","","05","1","1","","","1","2","1","15","4","249","0004073",3157
"0004073","07","1","1","03","","2","4","","05","1","1","","","1","2","5","15","4","249","0004073",3157
"0004073","13","1","1","03","","1","4","","05","1","1","","","9","2","5","15","4","249","0004073",3157
"0004073","13","1","2","04","","1","4","","05","1","1","","","9","2","6","15","4","249","0004073",3157
"0004073","18","1","1","03","","4","4","","05","1","1","","","3","2","2","15","4","249","0004073",3157
"0004074","11","1","1","02","","2","4","","05","1","1","","","1","1","","15","4","250","0004074",4264
"0004074","18","1","1","02","","2","4","","05","1","1","","","1","2","5","15","4","250","0004074",4264
"0004074","20","1","1","03","","2","4","","05","1","1","","","2","2","3","15","4","250","0004074",4264
"0004075","15","1","1","01","","1","4","","05","2","","","","","","","15","4","250","0004075",3526
"0004075","20","1","1","02","","1","4","","05","1","1","","","1","1","","15","4","250","0004075",3526
"0004076","04","2","1","01","","2","4","","05","1","1","","","1","2","3","15","4","249","0004076",4328
"0004076","08","1","1","03","","1","4","","05","1","1","","","1","2","2","15","4","249","0004076",4328
"0004076","11","1","1","01","","3","4","","03","1","1","","","2","2","1","15","4","249","0004076",4328
"0004076","12","1","1","04","","3","1","4","","","","","","","","","15","4","249","0004076",4328
